Name of Initiative,Organization Name,Location 1,State,Category,Unique ID,State Based
Primary Care First Model Options,Saint Lukes Perryman Primary Care - Plaza,"4321 Washington Street, Suite 3000, Kansas City, MO (39.04900500506582, -94.59157500164191)",MO,Accountable Care Models,1875,
Primary Care First Model Options,The Excelsior Springs Clinic,"199 S McCleary Road, Suite 100, Excelsior Springs, MO (39.334265980559536, -94.26373303600761)",MO,Accountable Care Models,1876,
Primary Care First Model Options,Liberty Hospital Primary Care Shoal Creek,"8380 North Tullis Avenue, Suite 300, Kansas City, MO (39.24349700996814, -94.48677003126906)",MO,Accountable Care Models,1877,
Primary Care First Model Options,The Liberty Clinic,"2609 Glenn Hendren Drive, Liberty, MO (39.27810999531212, -94.42048099563479)",MO,Accountable Care Models,1878,
Primary Care First Model Options,The Kearney Clinic,"305 S Platte Clay Way, Kearney, MO (39.37021998659253, -94.36626097856382)",MO,Accountable Care Models,1879,
Primary Care First Model Options,Saint Lukes Medical Group - Barry Road,"5844 NW Barry Road, Suite 110, Kansas City, MO (39.2488550158445, -94.64854503732573)",MO,Accountable Care Models,1880,
Primary Care First Model Options,Saint Lukes Medical Group - Blue Springs,"600 NE Adams Dairy Parkway, Suite 200, Blue Springs, MO (39.021826013467205, -94.24969896406387)",MO,Accountable Care Models,1881,
Primary Care First Model Options,The University of Kansas Health System - Family Medicine,"1000 E 101st Terrace, Kansas City, MO (38.94379497922202, -94.57830502399165)",MO,Accountable Care Models,1882,
Primary Care First Model Options,Creekwood Family Care,"6420 N Prospect Avenue, Gladstone, MO (39.210344990347664, -94.54999497837852)",MO,Accountable Care Models,1883,
Primary Care First Model Options,Medical Group of Kansas City,"6675 Holmes, Suite 550, Kansas City, MO (39.00693698739957, -94.57734496080192)",MO,Accountable Care Models,1884,
Primary Care First Model Options,Lees Summit Family Care,"600 NW Murray Road, Suite 210, Lee's Summit, MO (38.923447993082675, -94.40482997074947)",MO,Accountable Care Models,1885,
Primary Care First Model Options,Saint Lukes Medical Group - Independence,"4801 Cliff Drive, Suite 300, Independence, MO (39.03138519685314, -94.3640809293669)",MO,Accountable Care Models,1886,
Primary Care First Model Options,Saint Lukes Medical Group - Lee's Summit,"20 NE Saint Lukes Boulevard, Suite 200, Lee's Summit, MO (38.94152599803243, -94.38199599011894)",MO,Accountable Care Models,1887,
Primary Care First Model Options,Saint Lukes Medical Group - Smithville,"601 S 169 Highway, Smithville, MO (39.37663700402558, -94.58144698039696)",MO,Accountable Care Models,1888,
Primary Care First Model Options,Family Health Specialists of Lees Summit,"2000 SE Blue Parkway, Suite 270B, Lee's Summit, MO (38.902504725211166, -94.33490684269495)",MO,Accountable Care Models,1889,
Primary Care First Model Options,Family Care of Eastern Jackson County,"725 NW State Route 7, Ste B, Blue Springs, MO (39.02452465439268, -94.27206599310489)",MO,Accountable Care Models,1890,
Primary Care First Model Options,Goppert-Trinity Family Care,"6675 Holmes, Suite 360, Kansas City, MO (39.00693698739957, -94.57734496080192)",MO,Accountable Care Models,1891,
Primary Care First Model Options,Internal Medicine of KC,"2330 E Meyer Boulevard, T101, Kansas City, MO (39.00910299690864, -94.55773398958041)",MO,Accountable Care Models,1892,
Primary Care First Model Options,Centerpoint Physicians Group,"19550 E 39th Street, Suite 335, Independence, MO (39.04923856679781, -94.35000134368893)",MO,Accountable Care Models,1893,
Primary Care First Model Options,Family Care of Arbor Walk,"1301 SW Arbor Walk Boulevard, Suite A, Lee's Summit, MO (38.85438999573438, -94.405383008721)",MO,Accountable Care Models,1894,
Primary Care First Model Options,Northland Family Care,"9151 NE 81st Terrace, Suite 100, Kansas City, MO (39.23898201400365, -94.46399103592336)",MO,Accountable Care Models,1895,
Primary Care First Model Options,Family Care of Independence,"4911 S Arrowhead Drive, Suite 200, Independence, MO (39.029242908130044, -94.35984865499654)",MO,Accountable Care Models,1896,
Primary Care First Model Options,Cobblestone Family Medicine Clinic,"1133 W Kansas Street, Liberty, MO (39.24379900993955, -94.43999699989334)",MO,Accountable Care Models,1897,
Primary Care First Model Options,Grant Creek Family Medicine,"3075 N Reserve Street, Suite Q, Missoula, MT (46.89312200382963, -114.04095897173553)",MT,Accountable Care Models,1898,
Primary Care First Model Options,Providence Primary Care Stevensville,"715 Main Street, Suite A, Stevensville, MT (46.502720991383654, -114.09379304111646)",MT,Accountable Care Models,1899,
Primary Care First Model Options,Missoula Family Medical,"601 W Spruce Street, Suite A, Missoula, MT (46.87594400573332, -114.00172898266545)",MT,Accountable Care Models,1900,
Primary Care First Model Options,Family Medicine Center of the Bitterroot,"330 North 10th Street, Suite A, Hamilton, MT (46.24911397986537, -114.1688890262362)",MT,Accountable Care Models,1901,
Primary Care First Model Options,Belgrade Clinic and Urgent Care,"206 Alaska Frontage Road, Belgrade, MT (45.765117996262916, -111.1816029582087)",MT,Accountable Care Models,1902,
Primary Care First Model Options,Bozeman Health Internal Medicine,"937 Highland Boulevard, Suite 5410, Bozeman, MT (45.66988000444596, -111.02001503623092)",MT,Accountable Care Models,1903,
Primary Care First Model Options,Cottonwood Clinic and Surgery Center,"875 S Cottonwood Road, Bozeman, MT (45.67025199330888, -111.10517802234048)",MT,Accountable Care Models,1904,
Primary Care First Model Options,Bozeman Health Family Medicine,"935 Highland Boulevard, Suite 2200, Bozeman, MT (45.66988000444596, -111.02001503623092)",MT,Accountable Care Models,1905,
Primary Care First Model Options,Florence Family Medicine,"5549 Old Highway 93, Florence, MT (46.63806098356753, -114.0780970054111)",MT,Accountable Care Models,1906,
Primary Care First Model Options,Providence Broadway Internal Medicine,"500 W Broadway, Level 4, Missoula, MT (46.874824015831024, -114.00024798419338)",MT,Accountable Care Models,1907,
Primary Care First Model Options,Billings Clinic Heights,"760 Wicks Lane, Billings, MT (45.826855993749035, -108.46643696933353)",MT,Accountable Care Models,1908,
Primary Care First Model Options,Central Montana Medical Center,"408 Wendell Avenue, Lewistown, MT (47.05858999260636, -109.44376000642951)",MT,Accountable Care Models,1909,
Primary Care First Model Options,Billings Clinic West,"2675 Central Avenue, Billings, MT (45.770562000465844, -108.58420597789073)",MT,Accountable Care Models,1910,
Primary Care First Model Options,Billings Clinic Downtown,"801 N 29th Street, Billings, MT (45.78799401213786, -108.51207601302866)",MT,Accountable Care Models,1911,
Primary Care First Model Options,Intermountain Health Broadwater Clinic - Family Medicine,"2019 Broadwater Avenue, Billings, MT (45.77754701756757, -108.56645503480289)",MT,Accountable Care Models,1912,
Primary Care First Model Options,Intermountain Health Heights Clinic - Family Medicine,"32 Wicks Lane, Billings, MT (45.82619801434976, -108.48634298354682)",MT,Accountable Care Models,1913,
Primary Care First Model Options,Intermountain Health Butte Clinic - Family Medicine,"435 S Crystal, Suite 300, Butte, MT (46.00858500041468, -112.54546600978145)",MT,Accountable Care Models,1914,
Primary Care First Model Options,Intermountain Health Downtown Clinic - Internal Medicine,"2900 12th Avenue N, Suite 310W, Billings, MT (45.79232900673168, -108.51887398796103)",MT,Accountable Care Models,1915,
Primary Care First Model Options,Intermountain Health West Grand Clinic - Family Medicine,"2750 Grand Avenue, Billings, MT (45.7837430042139, -108.58587003712816)",MT,Accountable Care Models,1916,
Primary Care First Model Options,Intermountain Health Laurel Clinic - Family Medicine,"1035 1st Avenue, Laurel, MT (45.68035201899724, -108.77116298711447)",MT,Accountable Care Models,1917,
Primary Care First Model Options,Intermountain Health Red Lodge Clinic - Family Medicine,"10 Robinson Lane, Red Lodge, MT (45.19957699123751, -109.24720496369861)",MT,Accountable Care Models,1918,
Primary Care First Model Options,Intermountain Health North Shiloh Clinic - Family Medicine,"2223 Mission Way, Billings, MT (45.79333001551839, -108.61669297731328)",MT,Accountable Care Models,1919,
Primary Care First Model Options,Sanford East Dickinson Clinic,"33 9th Street West, Dickinson, ND (46.888990982849606, -102.78281795921866)",ND,Accountable Care Models,1920,
Primary Care First Model Options,Sanford East Interstate Bismarck Clinic,"1800 East Interstate Avenue, Suite B, Bismarck, ND (46.83598453962989, -100.76450705563859)",ND,Accountable Care Models,1921,
Primary Care First Model Options,Sanford State Street Bismarck Clinic,"3318 North 14th Street, Bismarck, ND (46.842739054394286, -100.77178330196617)",ND,Accountable Care Models,1922,
Primary Care First Model Options,Sanford East Mandan Clinic,"102 Mandan Avenue, Mandan, ND (46.8293650154161, -100.87058004032382)",ND,Accountable Care Models,1923,
Primary Care First Model Options,Sanford North Mandan Clinic,"910 18th Street NW, Mandan, ND (46.841913981755226, -100.90702396859741)",ND,Accountable Care Models,1924,
Primary Care First Model Options,Sanford Northwest Minot Clinic,"1500 21st Avenue NW, Suite 101, Minot, ND (48.25895698194344, -101.31820200072518)",ND,Accountable Care Models,1925,
Primary Care First Model Options,Sanford South Bismarck Clinic,"1040 Tacoma Avenue, Bismarck, ND (46.78341470974655, -100.77653223684827)",ND,Accountable Care Models,1926,
Primary Care First Model Options,Sanford Internal Medicine Bismarck Clinic,"515 East Broadway Avenue, Bismarck, ND (46.80629822742486, -100.7840958148167)",ND,Accountable Care Models,1927,
Primary Care First Model Options,Sanford North Fargo Clinic,"2601 Broadway North, Fargo, ND (46.9118874086588, -96.78676602281014)",ND,Accountable Care Models,1928,
Primary Care First Model Options,Sanford West Fargo Clinic,"1220 Sheyenne Street, West Fargo, ND (46.862883994757595, -96.9047159966569)",ND,Accountable Care Models,1929,
Primary Care First Model Options,Sanford Wahpeton Clinic,"332 2nd Avenue North, Wahpeton, ND (46.265342014965285, -96.60497503197053)",ND,Accountable Care Models,1930,
Primary Care First Model Options,Sanford Mayville Clinic,"600 1st Street SE, Mayville, ND (47.50009791738862, -97.31730603500536)",ND,Accountable Care Models,1931,
Primary Care First Model Options,Sanford Southpointe Internal Medicine Fargo Clinic,"2400 32nd Avenue South, Route 2507, Fargo, ND (46.831738518938295, -96.81804527380413)",ND,Accountable Care Models,1932,
Primary Care First Model Options,Sanford Southpointe Family Medicine Fargo Clinic,"2400 32nd Avenue South, Route 2557, Fargo, ND (46.831738518938295, -96.81804527380413)",ND,Accountable Care Models,1933,
Primary Care First Model Options,Sanford Veterans Square Fargo Clinic,"3955 56th Street S, Suite D, Fargo, ND (46.81895515267689, -96.88094500307038)",ND,Accountable Care Models,1934,
Primary Care First Model Options,Sanford Broadway Fargo Clinic,"801 North Broadway, Fargo, ND (46.885072191658, -96.78723641521634)",ND,Accountable Care Models,1935,
Primary Care First Model Options,"Grand Island Clinic, INC","2444 W Faidley Avenue Grand Island, NE (40.924206, -98.367834)",NE,Accountable Care Models,1936,
Primary Care First Model Options,Chalco Health Center,"8343 S 168th Avenue Omaha, NE (41.175833, -96.178014)",NE,Accountable Care Models,1937,
Primary Care First Model Options,Lincoln Family Medicine Center,"4600 Valley Road, Ste 200 Lincoln, NE (40.803345, -96.655328)",NE,Accountable Care Models,1938,
Primary Care First Model Options,Nebraska Medicine,"4400 Emile Street Omaha, NE (41.254238, -95.978928)",NE,Accountable Care Models,1939,
Primary Care First Model Options,Fontenelle Health Center,"5005 Ames Avenue Omaha, NE (41.299551, -95.990348)",NE,Accountable Care Models,1940,
Primary Care First Model Options,Elkhorn Health Center,"20310 Blue Sage Parkway Omaha, NE (41.245578, -96.228376)",NE,Accountable Care Models,1941,
Primary Care First Model Options,Brentwood Health Center,"8604 Giles Road La Vista, NE (41.176258, -96.046948)",NE,Accountable Care Models,1942,
Primary Care First Model Options,Eagle Run Health Center,"3685 N 129th Street Omaha, NE (41.291294, -96.115021)",NE,Accountable Care Models,1943,
Primary Care First Model Options,Millard Health Center,"13325 Millard Avenue, Omaha, NE (41.2098955, -96.1251826)",NE,Accountable Care Models,1944,
Primary Care First Model Options,Nebraska Medicine,"730 S 38th Avenue Omaha, NE (41.253072, -95.97048)",NE,Accountable Care Models,1945,
Primary Care First Model Options,Multispecialty Clinic at Village Pointe Health Center - Primary Care,"110 N 175th Omah, NE (41.258225, -96.189367)",NE,Accountable Care Models,1946,
Primary Care First Model Options,Nebraska Medicine,"989350 Nebraska Medical Center Omaha, NE (41.31454000000008, -96.15155899999996)",NE,Accountable Care Models,1947,
Primary Care First Model Options,McCook Clinic,"1301 East H Street, McCook, NE (40.2053413, -100.610706)",NE,Accountable Care Models,1948,
Primary Care First Model Options,"Family Health Care of Siouxland, South Sioux City Clinic","3250 Plaza Drive, South Sioux City, NE (42.45834299012009, -96.42758596522155)",NE,Accountable Care Models,1949,
Primary Care First Model Options,NorthPointe Family Medicine,"5901 N 27th Street, Suite 102, Lincoln, NE (40.87377298664012, -96.68242197329292)",NE,Accountable Care Models,1950,
Primary Care First Model Options,Coddington Medical Family Practice,"1336 West A Street, Suite A, Lincoln, NE (40.799873015284476, -96.74036598612571)",NE,Accountable Care Models,1951,
Primary Care First Model Options,Family Medicine of Lincoln,"3901 Pine Lake Road, Suite 335, Lincoln, NE (40.73987199959339, -96.66443801329677)",NE,Accountable Care Models,1952,
Primary Care First Model Options,Holmes Lake Family Medicine and Internal Medicine,"6900 Van Dorn Street, Suite 24, Lincoln, NE (40.78544298223474, -96.62676202907542)",NE,Accountable Care Models,1953,
Primary Care First Model Options,Southeast Lincoln Family Medicine and Internal Medicine,"4333 S 86th Street, Suite 100, Lincoln, NE (40.76919001097286, -96.60558196557946)",NE,Accountable Care Models,1954,
Primary Care First Model Options,Nebraska Internal Medicine,"770 N Cotner Boulevard, 220, Lincoln, NE (40.81977898758825, -96.63558901130948)",NE,Accountable Care Models,1955,
Primary Care First Model Options,Cheney Ridge Family Medical Clinic,"3540 Village Drive, Lincoln, NE (40.75494702009249, -96.66919600063432)",NE,Accountable Care Models,1956,
